ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
1000,1624.000000,9746.000000,9746.000000,9746.000000,1.000000,6.000000,6.000000,6.000000
