ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
1000,1690.000000,2360.000000,7502.000000,7767.000000,687.000000,875.000000,1636.000000,1771.000000
