Request: 0, Container: go-server-image-9500, HeapAlloc: 9455416, HeapIdle: 2277376, HeapInuse: 9912320, NextGC: 10345624, NumGC: 1737

Request: 1, Container: go-server-image-9500, HeapAlloc: 9512712, HeapIdle: 2211840, HeapInuse: 9977856, NextGC: 10003816, NumGC: 1746

Request: 2, Container: go-server-image-9500, HeapAlloc: 17830160, HeapIdle: 2269184, HeapInuse: 18341888, NextGC: 19396769, NumGC: 1761

Request: 3, Container: go-server-image-9500, HeapAlloc: 12110208, HeapIdle: 6823936, HeapInuse: 13787136, NextGC: 12905348, NumGC: 1779

Request: 4, Container: go-server-image-9500, HeapAlloc: 15551072, HeapIdle: 2449408, HeapInuse: 22257664, NextGC: 15712569, NumGC: 1795

Request: 5, Container: go-server-image-9500, HeapAlloc: 28473472, HeapIdle: 4169728, HeapInuse: 28991488, NextGC: 26623223, NumGC: 1804

Request: 6, Container: go-server-image-9500, HeapAlloc: 12941888, HeapIdle: 11608064, HeapInuse: 21553152, NextGC: 14263940, NumGC: 1812

Request: 7, Container: go-server-image-9500, HeapAlloc: 9589336, HeapIdle: 18096128, HeapInuse: 15065088, NextGC: 9491912, NumGC: 1817

Request: 8, Container: go-server-image-9500, HeapAlloc: 14585912, HeapIdle: 18104320, HeapInuse: 15056896, NextGC: 11842952, NumGC: 1823

Request: 9, Container: go-server-image-9500, HeapAlloc: 24135048, HeapIdle: 8527872, HeapInuse: 24633344, NextGC: 26064724, NumGC: 1831

Request: 10, Container: go-server-image-9500, HeapAlloc: 29589208, HeapIdle: 2998272, HeapInuse: 30097408, NextGC: 26166839, NumGC: 1838

Request: 11, Container: go-server-image-9500, HeapAlloc: 27651520, HeapIdle: 4841472, HeapInuse: 32448512, NextGC: 24703761, NumGC: 1846

Request: 12, Container: go-server-image-9500, HeapAlloc: 34284296, HeapIdle: 2473984, HeapInuse: 34816000, NextGC: 30863688, NumGC: 1856

Request: 13, Container: go-server-image-9500, HeapAlloc: 46218768, HeapIdle: 2367488, HeapInuse: 47439872, NextGC: 41047380, NumGC: 1862

Request: 14, Container: go-server-image-9500, HeapAlloc: 54570624, HeapIdle: 3031040, HeapInuse: 55164928, NextGC: 49895279, NumGC: 1869

Request: 15, Container: go-server-image-9500, HeapAlloc: 48015376, HeapIdle: 8232960, HeapInuse: 54157312, NextGC: 48312088, NumGC: 1879

Request: 16, Container: go-server-image-9500, HeapAlloc: 54193952, HeapIdle: 9363456, HeapInuse: 65544192, NextGC: 56081103, NumGC: 1887

Request: 17, Container: go-server-image-9500, HeapAlloc: 57196584, HeapIdle: 15048704, HeapInuse: 59924480, NextGC: 60853288, NumGC: 1895

Request: 18, Container: go-server-image-9500, HeapAlloc: 45784848, HeapIdle: 20529152, HeapInuse: 58605568, NextGC: 47393854, NumGC: 1903

Request: 19, Container: go-server-image-9500, HeapAlloc: 56237200, HeapIdle: 22323200, HeapInuse: 56844288, NextGC: 51222095, NumGC: 1911

Request: 20, Container: go-server-image-9500, HeapAlloc: 40242784, HeapIdle: 37126144, HeapInuse: 50397184, NextGC: 36227977, NumGC: 1917

Request: 21, Container: go-server-image-9500, HeapAlloc: 43100448, HeapIdle: 36888576, HeapInuse: 50601984, NextGC: 46610550, NumGC: 1926

Request: 22, Container: go-server-image-9500, HeapAlloc: 50338792, HeapIdle: 36405248, HeapInuse: 51118080, NextGC: 47914743, NumGC: 1933

Request: 23, Container: go-server-image-9500, HeapAlloc: 57449696, HeapIdle: 20258816, HeapInuse: 67231744, NextGC: 56065884, NumGC: 1939

Request: 24, Container: go-server-image-9500, HeapAlloc: 48980624, HeapIdle: 17694720, HeapInuse: 69795840, NextGC: 49851121, NumGC: 1952

Request: 25, Container: go-server-image-9500, HeapAlloc: 76057496, HeapIdle: 8503296, HeapInuse: 78987264, NextGC: 57127758, NumGC: 1962

Request: 26, Container: go-server-image-9500, HeapAlloc: 91140432, HeapIdle: 7340032, HeapInuse: 101122048, NextGC: 83424700, NumGC: 1968

Request: 27, Container: go-server-image-9500, HeapAlloc: 62995832, HeapIdle: 16400384, HeapInuse: 91996160, NextGC: 58811881, NumGC: 1978

Request: 28, Container: go-server-image-9500, HeapAlloc: 55386968, HeapIdle: 33529856, HeapInuse: 74899456, NextGC: 52444888, NumGC: 1987

Request: 29, Container: go-server-image-9500, HeapAlloc: 74198720, HeapIdle: 33570816, HeapInuse: 74858496, NextGC: 71931876, NumGC: 1995

Request: 30, Container: go-server-image-9500, HeapAlloc: 78393336, HeapIdle: 18366464, HeapInuse: 90030080, NextGC: 77506658, NumGC: 2002

Request: 31, Container: go-server-image-9500, HeapAlloc: 80832352, HeapIdle: 11264000, HeapInuse: 97132544, NextGC: 84253404, NumGC: 2012

Request: 32, Container: go-server-image-9500, HeapAlloc: 88560488, HeapIdle: 19554304, HeapInuse: 101359616, NextGC: 79762648, NumGC: 2020

Request: 33, Container: go-server-image-9500, HeapAlloc: 107152880, HeapIdle: 13017088, HeapInuse: 107929600, NextGC: 110183073, NumGC: 2030

