ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
10000,0,3590,3409,6767,8056,14086,2590,2471,5422,6466,12107
