Request: 0, Container: go-server-image-9500, HeapAlloc: 926920, HeapIdle: 2473984, HeapInuse: 1359872, NextGC: 1269728, NumGC: 225

Request: 1, Container: go-server-image-9500, HeapAlloc: 1035208, HeapIdle: 2367488, HeapInuse: 1466368, NextGC: 1269728, NumGC: 225

Request: 2, Container: go-server-image-9500, HeapAlloc: 1141912, HeapIdle: 2260992, HeapInuse: 1572864, NextGC: 1269728, NumGC: 225

Request: 3, Container: go-server-image-9500, HeapAlloc: 216496, HeapIdle: 3112960, HeapInuse: 688128, NextGC: 1245808, NumGC: 226

Request: 4, Container: go-server-image-9500, HeapAlloc: 324520, HeapIdle: 3063808, HeapInuse: 770048, NextGC: 1245808, NumGC: 226

Request: 5, Container: go-server-image-9500, HeapAlloc: 433256, HeapIdle: 2965504, HeapInuse: 868352, NextGC: 1245808, NumGC: 226

Request: 6, Container: go-server-image-9500, HeapAlloc: 542056, HeapIdle: 2867200, HeapInuse: 966656, NextGC: 1245808, NumGC: 226

Request: 7, Container: go-server-image-9500, HeapAlloc: 649432, HeapIdle: 2768896, HeapInuse: 1064960, NextGC: 1245808, NumGC: 226

Request: 8, Container: go-server-image-9500, HeapAlloc: 757368, HeapIdle: 2670592, HeapInuse: 1163264, NextGC: 1245808, NumGC: 226

Request: 9, Container: go-server-image-9500, HeapAlloc: 860072, HeapIdle: 2555904, HeapInuse: 1277952, NextGC: 1245808, NumGC: 226

Request: 10, Container: go-server-image-9500, HeapAlloc: 967608, HeapIdle: 2457600, HeapInuse: 1376256, NextGC: 1245808, NumGC: 226

Request: 11, Container: go-server-image-9500, HeapAlloc: 1074808, HeapIdle: 2351104, HeapInuse: 1482752, NextGC: 1245808, NumGC: 226

Request: 12, Container: go-server-image-9500, HeapAlloc: 1182568, HeapIdle: 2211840, HeapInuse: 1589248, NextGC: 1311344, NumGC: 226

Request: 13, Container: go-server-image-9500, HeapAlloc: 324936, HeapIdle: 3047424, HeapInuse: 786432, NextGC: 1269008, NumGC: 227

Request: 14, Container: go-server-image-9500, HeapAlloc: 432504, HeapIdle: 2949120, HeapInuse: 884736, NextGC: 1269008, NumGC: 227

