Request: 0, Container: go-server-image-9500, HeapAlloc: 8402224, HeapIdle: 3350528, HeapInuse: 8839168, NextGC: 41901096, NumGC: 0
Request: 1, Container: go-server-image-9500, HeapAlloc: 16410984, HeapIdle: 3727360, HeapInuse: 16850944, NextGC: 41901096, NumGC: 0
Request: 2, Container: go-server-image-9500, HeapAlloc: 24419744, HeapIdle: 4112384, HeapInuse: 24854528, NextGC: 41901096, NumGC: 0
Request: 3, Container: go-server-image-9500, HeapAlloc: 32428504, HeapIdle: 4497408, HeapInuse: 32858112, NextGC: 41901096, NumGC: 0
Request: 4, Container: go-server-image-9500, HeapAlloc: 40336920, HeapIdle: 4923392, HeapInuse: 40787968, NextGC: 91969849, NumGC: 1
Request: 5, Container: go-server-image-9500, HeapAlloc: 16135920, HeapIdle: 29179904, HeapInuse: 16564224, NextGC: 91969849, NumGC: 1
Request: 6, Container: go-server-image-9500, HeapAlloc: 24144680, HeapIdle: 21176320, HeapInuse: 24567808, NextGC: 91969849, NumGC: 1
Request: 7, Container: go-server-image-9500, HeapAlloc: 32153440, HeapIdle: 13172736, HeapInuse: 32571392, NextGC: 91969849, NumGC: 1
Request: 8, Container: go-server-image-9500, HeapAlloc: 40162200, HeapIdle: 5169152, HeapInuse: 40574976, NextGC: 91969849, NumGC: 1
Request: 9, Container: go-server-image-9500, HeapAlloc: 48170960, HeapIdle: 5554176, HeapInuse: 48578560, NextGC: 91969849, NumGC: 1
Request: 10, Container: go-server-image-9500, HeapAlloc: 56179720, HeapIdle: 5931008, HeapInuse: 56590336, NextGC: 91969849, NumGC: 1
Request: 11, Container: go-server-image-9500, HeapAlloc: 64188480, HeapIdle: 6316032, HeapInuse: 64593920, NextGC: 91969849, NumGC: 1
Request: 12, Container: go-server-image-9500, HeapAlloc: 72197240, HeapIdle: 6701056, HeapInuse: 72597504, NextGC: 91969849, NumGC: 1
Request: 13, Container: go-server-image-9500, HeapAlloc: 80206000, HeapIdle: 7086080, HeapInuse: 80601088, NextGC: 91969849, NumGC: 1
Request: 14, Container: go-server-image-9500, HeapAlloc: 80179240, HeapIdle: 15441920, HeapInuse: 80601088, NextGC: 91961409, NumGC: 2
Request: 15, Container: go-server-image-9500, HeapAlloc: 16135696, HeapIdle: 79503360, HeapInuse: 16572416, NextGC: 91961409, NumGC: 2
Request: 16, Container: go-server-image-9500, HeapAlloc: 24144456, HeapIdle: 71499776, HeapInuse: 24576000, NextGC: 91961409, NumGC: 2
Request: 17, Container: go-server-image-9500, HeapAlloc: 32153216, HeapIdle: 63496192, HeapInuse: 32579584, NextGC: 91961409, NumGC: 2
Request: 18, Container: go-server-image-9500, HeapAlloc: 40161976, HeapIdle: 55492608, HeapInuse: 40583168, NextGC: 91961409, NumGC: 2
Request: 19, Container: go-server-image-9500, HeapAlloc: 48170736, HeapIdle: 47489024, HeapInuse: 48586752, NextGC: 91961409, NumGC: 2
Request: 20, Container: go-server-image-9500, HeapAlloc: 56179496, HeapIdle: 39477248, HeapInuse: 56598528, NextGC: 91961409, NumGC: 2
Request: 21, Container: go-server-image-9500, HeapAlloc: 64188256, HeapIdle: 31473664, HeapInuse: 64602112, NextGC: 91961409, NumGC: 2
Request: 22, Container: go-server-image-9500, HeapAlloc: 64161448, HeapIdle: 31449088, HeapInuse: 64593920, NextGC: 91954551, NumGC: 3
Request: 23, Container: go-server-image-9500, HeapAlloc: 16135000, HeapIdle: 79511552, HeapInuse: 16564224, NextGC: 91954551, NumGC: 3
Request: 24, Container: go-server-image-9500, HeapAlloc: 24143760, HeapIdle: 71507968, HeapInuse: 24567808, NextGC: 91954551, NumGC: 3
Request: 25, Container: go-server-image-9500, HeapAlloc: 32152520, HeapIdle: 63504384, HeapInuse: 32571392, NextGC: 91954551, NumGC: 3
Request: 26, Container: go-server-image-9500, HeapAlloc: 40161280, HeapIdle: 55500800, HeapInuse: 40574976, NextGC: 91954551, NumGC: 3
Request: 27, Container: go-server-image-9500, HeapAlloc: 48170040, HeapIdle: 47497216, HeapInuse: 48578560, NextGC: 91954551, NumGC: 3
Request: 28, Container: go-server-image-9500, HeapAlloc: 56179088, HeapIdle: 39485440, HeapInuse: 56590336, NextGC: 91954551, NumGC: 3
Request: 29, Container: go-server-image-9500, HeapAlloc: 64187848, HeapIdle: 31481856, HeapInuse: 64593920, NextGC: 91954551, NumGC: 3
Request: 30, Container: go-server-image-9500, HeapAlloc: 72196608, HeapIdle: 23478272, HeapInuse: 72597504, NextGC: 91954551, NumGC: 3
Request: 31, Container: go-server-image-9500, HeapAlloc: 80205368, HeapIdle: 15474688, HeapInuse: 80601088, NextGC: 91954551, NumGC: 3
Request: 32, Container: go-server-image-9500, HeapAlloc: 80177760, HeapIdle: 15441920, HeapInuse: 80601088, NextGC: 91954639, NumGC: 4
Request: 33, Container: go-server-image-9500, HeapAlloc: 16135000, HeapIdle: 79503360, HeapInuse: 16572416, NextGC: 91954639, NumGC: 4
Request: 34, Container: go-server-image-9500, HeapAlloc: 24143760, HeapIdle: 71499776, HeapInuse: 24576000, NextGC: 91954639, NumGC: 4
Request: 35, Container: go-server-image-9500, HeapAlloc: 32152520, HeapIdle: 63496192, HeapInuse: 32579584, NextGC: 91954639, NumGC: 4
Request: 36, Container: go-server-image-9500, HeapAlloc: 40161280, HeapIdle: 55492608, HeapInuse: 40583168, NextGC: 91954639, NumGC: 4
Request: 37, Container: go-server-image-9500, HeapAlloc: 48170040, HeapIdle: 47489024, HeapInuse: 48586752, NextGC: 91954639, NumGC: 4
Request: 38, Container: go-server-image-9500, HeapAlloc: 56178800, HeapIdle: 39477248, HeapInuse: 56598528, NextGC: 91954639, NumGC: 4
Request: 39, Container: go-server-image-9500, HeapAlloc: 64187560, HeapIdle: 31473664, HeapInuse: 64602112, NextGC: 91954639, NumGC: 4
Request: 40, Container: go-server-image-9500, HeapAlloc: 64161456, HeapIdle: 31449088, HeapInuse: 64593920, NextGC: 91954159, NumGC: 5
Request: 41, Container: go-server-image-9500, HeapAlloc: 16135288, HeapIdle: 79511552, HeapInuse: 16564224, NextGC: 91954159, NumGC: 5
Request: 42, Container: go-server-image-9500, HeapAlloc: 24144048, HeapIdle: 71507968, HeapInuse: 24567808, NextGC: 91954159, NumGC: 5
Request: 43, Container: go-server-image-9500, HeapAlloc: 32152808, HeapIdle: 63504384, HeapInuse: 32571392, NextGC: 91954159, NumGC: 5
Request: 44, Container: go-server-image-9500, HeapAlloc: 40161568, HeapIdle: 55500800, HeapInuse: 40574976, NextGC: 91954159, NumGC: 5
Request: 45, Container: go-server-image-9500, HeapAlloc: 48170328, HeapIdle: 47497216, HeapInuse: 48578560, NextGC: 91954159, NumGC: 5
Request: 46, Container: go-server-image-9500, HeapAlloc: 56179088, HeapIdle: 39485440, HeapInuse: 56590336, NextGC: 91954159, NumGC: 5
Request: 47, Container: go-server-image-9500, HeapAlloc: 64187848, HeapIdle: 31481856, HeapInuse: 64593920, NextGC: 91954159, NumGC: 5
Request: 48, Container: go-server-image-9500, HeapAlloc: 72196608, HeapIdle: 23478272, HeapInuse: 72597504, NextGC: 91954159, NumGC: 5
Request: 49, Container: go-server-image-9500, HeapAlloc: 80205368, HeapIdle: 15474688, HeapInuse: 80601088, NextGC: 91954159, NumGC: 5
Request: 50, Container: go-server-image-9500, HeapAlloc: 80177760, HeapIdle: 15441920, HeapInuse: 80601088, NextGC: 91954639, NumGC: 6
Request: 51, Container: go-server-image-9500, HeapAlloc: 16135000, HeapIdle: 79503360, HeapInuse: 16572416, NextGC: 91954639, NumGC: 6
Request: 52, Container: go-server-image-9500, HeapAlloc: 24143760, HeapIdle: 71499776, HeapInuse: 24576000, NextGC: 91954639, NumGC: 6
Request: 53, Container: go-server-image-9500, HeapAlloc: 32152520, HeapIdle: 63496192, HeapInuse: 32579584, NextGC: 91954639, NumGC: 6
Request: 54, Container: go-server-image-9500, HeapAlloc: 40161280, HeapIdle: 55492608, HeapInuse: 40583168, NextGC: 91954639, NumGC: 6
Request: 55, Container: go-server-image-9500, HeapAlloc: 48170040, HeapIdle: 47489024, HeapInuse: 48586752, NextGC: 91954639, NumGC: 6
Request: 56, Container: go-server-image-9500, HeapAlloc: 56178800, HeapIdle: 39477248, HeapInuse: 56598528, NextGC: 91954639, NumGC: 6
Request: 57, Container: go-server-image-9500, HeapAlloc: 64187560, HeapIdle: 31473664, HeapInuse: 64602112, NextGC: 91954639, NumGC: 6
Request: 58, Container: go-server-image-9500, HeapAlloc: 64161456, HeapIdle: 31449088, HeapInuse: 64593920, NextGC: 91954639, NumGC: 7
Request: 59, Container: go-server-image-9500, HeapAlloc: 16135288, HeapIdle: 79511552, HeapInuse: 16564224, NextGC: 91954639, NumGC: 7
Request: 60, Container: go-server-image-9500, HeapAlloc: 24144048, HeapIdle: 71507968, HeapInuse: 24567808, NextGC: 91954639, NumGC: 7
Request: 61, Container: go-server-image-9500, HeapAlloc: 32152808, HeapIdle: 63504384, HeapInuse: 32571392, NextGC: 91954639, NumGC: 7
Request: 62, Container: go-server-image-9500, HeapAlloc: 40161568, HeapIdle: 55500800, HeapInuse: 40574976, NextGC: 91954639, NumGC: 7
Request: 63, Container: go-server-image-9500, HeapAlloc: 48170616, HeapIdle: 47497216, HeapInuse: 48578560, NextGC: 91954639, NumGC: 7
Request: 64, Container: go-server-image-9500, HeapAlloc: 56179376, HeapIdle: 39485440, HeapInuse: 56590336, NextGC: 91954639, NumGC: 7
Request: 65, Container: go-server-image-9500, HeapAlloc: 64188136, HeapIdle: 31481856, HeapInuse: 64593920, NextGC: 91954639, NumGC: 7
Request: 66, Container: go-server-image-9500, HeapAlloc: 72196896, HeapIdle: 23478272, HeapInuse: 72597504, NextGC: 91954639, NumGC: 7
Request: 67, Container: go-server-image-9500, HeapAlloc: 80205656, HeapIdle: 15474688, HeapInuse: 80601088, NextGC: 91954639, NumGC: 7
Request: 68, Container: go-server-image-9500, HeapAlloc: 80177760, HeapIdle: 15441920, HeapInuse: 80601088, NextGC: 91954639, NumGC: 8
Request: 69, Container: go-server-image-9500, HeapAlloc: 16135288, HeapIdle: 79503360, HeapInuse: 16572416, NextGC: 91954639, NumGC: 8
Request: 70, Container: go-server-image-9500, HeapAlloc: 24144048, HeapIdle: 71499776, HeapInuse: 24576000, NextGC: 91954639, NumGC: 8
Request: 71, Container: go-server-image-9500, HeapAlloc: 32152808, HeapIdle: 63496192, HeapInuse: 32579584, NextGC: 91954639, NumGC: 8
Request: 72, Container: go-server-image-9500, HeapAlloc: 40161568, HeapIdle: 55492608, HeapInuse: 40583168, NextGC: 91954639, NumGC: 8
Request: 73, Container: go-server-image-9500, HeapAlloc: 48170328, HeapIdle: 47489024, HeapInuse: 48586752, NextGC: 91954639, NumGC: 8
Request: 74, Container: go-server-image-9500, HeapAlloc: 56179088, HeapIdle: 39477248, HeapInuse: 56598528, NextGC: 91954639, NumGC: 8
Request: 75, Container: go-server-image-9500, HeapAlloc: 64187848, HeapIdle: 31473664, HeapInuse: 64602112, NextGC: 91954639, NumGC: 8
Request: 76, Container: go-server-image-9500, HeapAlloc: 64161456, HeapIdle: 31449088, HeapInuse: 64593920, NextGC: 91954159, NumGC: 9
Request: 77, Container: go-server-image-9500, HeapAlloc: 16135000, HeapIdle: 79511552, HeapInuse: 16564224, NextGC: 91954159, NumGC: 9
