ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
1000000,0,25560,25296,28765,58663,72436,23821,23709,26217,42623,54954
