Request: 0, Container: go-server-image-9500, HeapAlloc: 890168, HeapIdle: 2506752, HeapInuse: 1327104, NextGC: 1234360, NumGC: 225

Request: 1, Container: go-server-image-9500, HeapAlloc: 993656, HeapIdle: 2400256, HeapInuse: 1433600, NextGC: 1234360, NumGC: 225

Request: 2, Container: go-server-image-9500, HeapAlloc: 1101112, HeapIdle: 2301952, HeapInuse: 1531904, NextGC: 1234360, NumGC: 225

Request: 3, Container: go-server-image-9500, HeapAlloc: 223504, HeapIdle: 3072000, HeapInuse: 696320, NextGC: 1259408, NumGC: 226

Request: 4, Container: go-server-image-9500, HeapAlloc: 332872, HeapIdle: 3031040, HeapInuse: 770048, NextGC: 1259408, NumGC: 226

Request: 5, Container: go-server-image-9500, HeapAlloc: 440248, HeapIdle: 2924544, HeapInuse: 876544, NextGC: 1259408, NumGC: 226

Request: 6, Container: go-server-image-9500, HeapAlloc: 548184, HeapIdle: 2826240, HeapInuse: 974848, NextGC: 1259408, NumGC: 226

Request: 7, Container: go-server-image-9500, HeapAlloc: 650888, HeapIdle: 2727936, HeapInuse: 1073152, NextGC: 1259408, NumGC: 226

Request: 8, Container: go-server-image-9500, HeapAlloc: 758136, HeapIdle: 2629632, HeapInuse: 1171456, NextGC: 1259408, NumGC: 226

Request: 9, Container: go-server-image-9500, HeapAlloc: 865624, HeapIdle: 2514944, HeapInuse: 1286144, NextGC: 1259408, NumGC: 226

Request: 10, Container: go-server-image-9500, HeapAlloc: 973368, HeapIdle: 2408448, HeapInuse: 1392640, NextGC: 1259408, NumGC: 226

Request: 11, Container: go-server-image-9500, HeapAlloc: 1081256, HeapIdle: 2301952, HeapInuse: 1499136, NextGC: 1259408, NumGC: 226

Request: 12, Container: go-server-image-9500, HeapAlloc: 1188840, HeapIdle: 2162688, HeapInuse: 1605632, NextGC: 1324944, NumGC: 226

Request: 13, Container: go-server-image-9500, HeapAlloc: 324856, HeapIdle: 3014656, HeapInuse: 786432, NextGC: 1270240, NumGC: 227

Request: 14, Container: go-server-image-9500, HeapAlloc: 431624, HeapIdle: 2916352, HeapInuse: 884736, NextGC: 1270240, NumGC: 227

Request: 15, Container: go-server-image-9500, HeapAlloc: 539544, HeapIdle: 2818048, HeapInuse: 983040, NextGC: 1270240, NumGC: 227

Request: 16, Container: go-server-image-9500, HeapAlloc: 646712, HeapIdle: 2719744, HeapInuse: 1081344, NextGC: 1270240, NumGC: 227

Request: 17, Container: go-server-image-9500, HeapAlloc: 752904, HeapIdle: 2613248, HeapInuse: 1187840, NextGC: 1270240, NumGC: 227

Request: 18, Container: go-server-image-9500, HeapAlloc: 860296, HeapIdle: 2498560, HeapInuse: 1302528, NextGC: 1270240, NumGC: 227

Request: 19, Container: go-server-image-9500, HeapAlloc: 968696, HeapIdle: 2400256, HeapInuse: 1400832, NextGC: 1270240, NumGC: 227

Request: 20, Container: go-server-image-9500, HeapAlloc: 1076888, HeapIdle: 2293760, HeapInuse: 1507328, NextGC: 1270240, NumGC: 227

Request: 21, Container: go-server-image-9500, HeapAlloc: 1184648, HeapIdle: 2162688, HeapInuse: 1605632, NextGC: 1335776, NumGC: 227

Request: 22, Container: go-server-image-9500, HeapAlloc: 324984, HeapIdle: 3031040, HeapInuse: 770048, NextGC: 1269696, NumGC: 228

Request: 23, Container: go-server-image-9500, HeapAlloc: 433448, HeapIdle: 2916352, HeapInuse: 884736, NextGC: 1269696, NumGC: 228

Request: 24, Container: go-server-image-9500, HeapAlloc: 540744, HeapIdle: 2818048, HeapInuse: 983040, NextGC: 1269696, NumGC: 228

Request: 25, Container: go-server-image-9500, HeapAlloc: 649112, HeapIdle: 2711552, HeapInuse: 1089536, NextGC: 1269696, NumGC: 228

Request: 26, Container: go-server-image-9500, HeapAlloc: 757272, HeapIdle: 2613248, HeapInuse: 1187840, NextGC: 1269696, NumGC: 228

Request: 27, Container: go-server-image-9500, HeapAlloc: 853480, HeapIdle: 2506752, HeapInuse: 1294336, NextGC: 1269696, NumGC: 228

Request: 28, Container: go-server-image-9500, HeapAlloc: 960552, HeapIdle: 2408448, HeapInuse: 1392640, NextGC: 1269696, NumGC: 228

Request: 29, Container: go-server-image-9500, HeapAlloc: 1069640, HeapIdle: 2301952, HeapInuse: 1499136, NextGC: 1269696, NumGC: 228

Request: 30, Container: go-server-image-9500, HeapAlloc: 1179176, HeapIdle: 2162688, HeapInuse: 1605632, NextGC: 1335232, NumGC: 228

Request: 31, Container: go-server-image-9500, HeapAlloc: 326024, HeapIdle: 3022848, HeapInuse: 778240, NextGC: 1270560, NumGC: 229

Request: 32, Container: go-server-image-9500, HeapAlloc: 433496, HeapIdle: 2916352, HeapInuse: 884736, NextGC: 1270560, NumGC: 229

Request: 33, Container: go-server-image-9500, HeapAlloc: 541400, HeapIdle: 2818048, HeapInuse: 983040, NextGC: 1270560, NumGC: 229

Request: 34, Container: go-server-image-9500, HeapAlloc: 648440, HeapIdle: 2719744, HeapInuse: 1081344, NextGC: 1270560, NumGC: 229

Request: 35, Container: go-server-image-9500, HeapAlloc: 756344, HeapIdle: 2613248, HeapInuse: 1187840, NextGC: 1270560, NumGC: 229

Request: 36, Container: go-server-image-9500, HeapAlloc: 864280, HeapIdle: 2498560, HeapInuse: 1302528, NextGC: 1270560, NumGC: 229

Request: 37, Container: go-server-image-9500, HeapAlloc: 972680, HeapIdle: 2392064, HeapInuse: 1409024, NextGC: 1270560, NumGC: 229

Request: 38, Container: go-server-image-9500, HeapAlloc: 1081080, HeapIdle: 2293760, HeapInuse: 1507328, NextGC: 1270560, NumGC: 229

Request: 39, Container: go-server-image-9500, HeapAlloc: 1188168, HeapIdle: 2154496, HeapInuse: 1613824, NextGC: 1336096, NumGC: 229

Request: 40, Container: go-server-image-9500, HeapAlloc: 322936, HeapIdle: 3022848, HeapInuse: 778240, NextGC: 1268832, NumGC: 230

Request: 41, Container: go-server-image-9500, HeapAlloc: 431112, HeapIdle: 2916352, HeapInuse: 884736, NextGC: 1268832, NumGC: 230

Request: 42, Container: go-server-image-9500, HeapAlloc: 538264, HeapIdle: 2818048, HeapInuse: 983040, NextGC: 1268832, NumGC: 230

Request: 43, Container: go-server-image-9500, HeapAlloc: 646040, HeapIdle: 2719744, HeapInuse: 1081344, NextGC: 1268832, NumGC: 230

Request: 44, Container: go-server-image-9500, HeapAlloc: 754936, HeapIdle: 2613248, HeapInuse: 1187840, NextGC: 1268832, NumGC: 230

Request: 45, Container: go-server-image-9500, HeapAlloc: 858792, HeapIdle: 2506752, HeapInuse: 1294336, NextGC: 1268832, NumGC: 230

Request: 46, Container: go-server-image-9500, HeapAlloc: 963928, HeapIdle: 2400256, HeapInuse: 1400832, NextGC: 1268832, NumGC: 230

Request: 47, Container: go-server-image-9500, HeapAlloc: 1070456, HeapIdle: 2301952, HeapInuse: 1499136, NextGC: 1268832, NumGC: 230

