ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
10000,0,4332,3474,9638,14009,14518,3317,2473,8273,12634,13126
