Request: 0, Container: go-server-image-9500, HeapAlloc: 23050008, HeapIdle: 18055168, HeapInuse: 23527424, NextGC: 41901096, NumGC: 5

Request: 1, Container: go-server-image-9500, HeapAlloc: 23158552, HeapIdle: 17948672, HeapInuse: 23633920, NextGC: 41901096, NumGC: 5

Request: 2, Container: go-server-image-9500, HeapAlloc: 23267208, HeapIdle: 17833984, HeapInuse: 23748608, NextGC: 41901096, NumGC: 5

Request: 3, Container: go-server-image-9500, HeapAlloc: 23375512, HeapIdle: 17735680, HeapInuse: 23846912, NextGC: 41901096, NumGC: 5

Request: 4, Container: go-server-image-9500, HeapAlloc: 23482232, HeapIdle: 17637376, HeapInuse: 23945216, NextGC: 41901096, NumGC: 5

Request: 5, Container: go-server-image-9500, HeapAlloc: 23585736, HeapIdle: 17522688, HeapInuse: 24059904, NextGC: 41901096, NumGC: 5

Request: 6, Container: go-server-image-9500, HeapAlloc: 23693208, HeapIdle: 17424384, HeapInuse: 24158208, NextGC: 41901096, NumGC: 5

Request: 7, Container: go-server-image-9500, HeapAlloc: 23801960, HeapIdle: 17317888, HeapInuse: 24264704, NextGC: 41901096, NumGC: 5

Request: 8, Container: go-server-image-9500, HeapAlloc: 23910776, HeapIdle: 17186816, HeapInuse: 24395776, NextGC: 41901096, NumGC: 5

Request: 9, Container: go-server-image-9500, HeapAlloc: 24018168, HeapIdle: 17080320, HeapInuse: 24502272, NextGC: 41901096, NumGC: 5

Request: 10, Container: go-server-image-9500, HeapAlloc: 24126120, HeapIdle: 16982016, HeapInuse: 24600576, NextGC: 41901096, NumGC: 5

Request: 11, Container: go-server-image-9500, HeapAlloc: 24228840, HeapIdle: 16883712, HeapInuse: 24698880, NextGC: 41901096, NumGC: 5

Request: 12, Container: go-server-image-9500, HeapAlloc: 24336104, HeapIdle: 16777216, HeapInuse: 24805376, NextGC: 41901096, NumGC: 5

Request: 13, Container: go-server-image-9500, HeapAlloc: 24443320, HeapIdle: 16662528, HeapInuse: 24920064, NextGC: 41901096, NumGC: 5

Request: 14, Container: go-server-image-9500, HeapAlloc: 24551080, HeapIdle: 16547840, HeapInuse: 25034752, NextGC: 41901096, NumGC: 5

Request: 15, Container: go-server-image-9500, HeapAlloc: 24658968, HeapIdle: 16449536, HeapInuse: 25133056, NextGC: 41901096, NumGC: 5

Request: 16, Container: go-server-image-9500, HeapAlloc: 24766840, HeapIdle: 16343040, HeapInuse: 25239552, NextGC: 41901096, NumGC: 5

Request: 17, Container: go-server-image-9500, HeapAlloc: 24873416, HeapIdle: 16236544, HeapInuse: 25346048, NextGC: 41901096, NumGC: 5

Request: 18, Container: go-server-image-9500, HeapAlloc: 24980200, HeapIdle: 16138240, HeapInuse: 25444352, NextGC: 41901096, NumGC: 5

Request: 19, Container: go-server-image-9500, HeapAlloc: 25088136, HeapIdle: 16007168, HeapInuse: 25575424, NextGC: 41901096, NumGC: 5

Request: 20, Container: go-server-image-9500, HeapAlloc: 25195320, HeapIdle: 15908864, HeapInuse: 25673728, NextGC: 41901096, NumGC: 5

Request: 21, Container: go-server-image-9500, HeapAlloc: 25301224, HeapIdle: 15810560, HeapInuse: 25772032, NextGC: 41901096, NumGC: 5

Request: 22, Container: go-server-image-9500, HeapAlloc: 25408904, HeapIdle: 15695872, HeapInuse: 25886720, NextGC: 41901096, NumGC: 5

Request: 23, Container: go-server-image-9500, HeapAlloc: 25517304, HeapIdle: 15597568, HeapInuse: 25985024, NextGC: 41901096, NumGC: 5

Request: 24, Container: go-server-image-9500, HeapAlloc: 25625784, HeapIdle: 15482880, HeapInuse: 26099712, NextGC: 41901096, NumGC: 5

Request: 25, Container: go-server-image-9500, HeapAlloc: 25733544, HeapIdle: 15360000, HeapInuse: 26222592, NextGC: 41901096, NumGC: 5

Request: 26, Container: go-server-image-9500, HeapAlloc: 25840792, HeapIdle: 15253504, HeapInuse: 26329088, NextGC: 41901096, NumGC: 5

Request: 27, Container: go-server-image-9500, HeapAlloc: 25949272, HeapIdle: 15130624, HeapInuse: 26451968, NextGC: 41901096, NumGC: 5

Request: 28, Container: go-server-image-9500, HeapAlloc: 26056584, HeapIdle: 15032320, HeapInuse: 26550272, NextGC: 41901096, NumGC: 5

Request: 29, Container: go-server-image-9500, HeapAlloc: 26164968, HeapIdle: 14925824, HeapInuse: 26656768, NextGC: 41901096, NumGC: 5

Request: 30, Container: go-server-image-9500, HeapAlloc: 26273128, HeapIdle: 14802944, HeapInuse: 26779648, NextGC: 41901096, NumGC: 5

Request: 31, Container: go-server-image-9500, HeapAlloc: 26369336, HeapIdle: 14704640, HeapInuse: 26877952, NextGC: 41901096, NumGC: 5

Request: 32, Container: go-server-image-9500, HeapAlloc: 26476424, HeapIdle: 14606336, HeapInuse: 26976256, NextGC: 41901096, NumGC: 5

Request: 33, Container: go-server-image-9500, HeapAlloc: 26585800, HeapIdle: 14499840, HeapInuse: 27082752, NextGC: 41901096, NumGC: 5

Request: 34, Container: go-server-image-9500, HeapAlloc: 26695336, HeapIdle: 14393344, HeapInuse: 27189248, NextGC: 41901096, NumGC: 5

