Request: 0, Container: go-server-image-9500, HeapAlloc: 15482624, HeapIdle: 25616384, HeapInuse: 15966208, NextGC: 41901096, NumGC: 5

Request: 1, Container: go-server-image-9500, HeapAlloc: 16512240, HeapIdle: 24584192, HeapInuse: 16998400, NextGC: 41901096, NumGC: 5

Request: 2, Container: go-server-image-9500, HeapAlloc: 17539376, HeapIdle: 23560192, HeapInuse: 18022400, NextGC: 41901096, NumGC: 5

Request: 3, Container: go-server-image-9500, HeapAlloc: 18565232, HeapIdle: 22528000, HeapInuse: 19054592, NextGC: 41901096, NumGC: 5

Request: 4, Container: go-server-image-9500, HeapAlloc: 19600608, HeapIdle: 21487616, HeapInuse: 20094976, NextGC: 41901096, NumGC: 5

Request: 5, Container: go-server-image-9500, HeapAlloc: 20566736, HeapIdle: 20520960, HeapInuse: 21061632, NextGC: 41901096, NumGC: 5

Request: 6, Container: go-server-image-9500, HeapAlloc: 21598912, HeapIdle: 19488768, HeapInuse: 22093824, NextGC: 41901096, NumGC: 5

Request: 7, Container: go-server-image-9500, HeapAlloc: 22629792, HeapIdle: 18456576, HeapInuse: 23126016, NextGC: 41901096, NumGC: 5

Request: 8, Container: go-server-image-9500, HeapAlloc: 23664448, HeapIdle: 17416192, HeapInuse: 24166400, NextGC: 41901096, NumGC: 5

Request: 9, Container: go-server-image-9500, HeapAlloc: 24697712, HeapIdle: 16375808, HeapInuse: 25206784, NextGC: 41901096, NumGC: 5

Request: 10, Container: go-server-image-9500, HeapAlloc: 25719872, HeapIdle: 15351808, HeapInuse: 26230784, NextGC: 41901096, NumGC: 5

Request: 11, Container: go-server-image-9500, HeapAlloc: 26706880, HeapIdle: 14368768, HeapInuse: 27213824, NextGC: 41901096, NumGC: 5

Request: 12, Container: go-server-image-9500, HeapAlloc: 27723424, HeapIdle: 13352960, HeapInuse: 28229632, NextGC: 41901096, NumGC: 5

Request: 13, Container: go-server-image-9500, HeapAlloc: 28757248, HeapIdle: 12320768, HeapInuse: 29261824, NextGC: 41901096, NumGC: 5

Request: 14, Container: go-server-image-9500, HeapAlloc: 29790704, HeapIdle: 11280384, HeapInuse: 30302208, NextGC: 41901096, NumGC: 5

Request: 15, Container: go-server-image-9500, HeapAlloc: 30820752, HeapIdle: 10248192, HeapInuse: 31334400, NextGC: 41901096, NumGC: 5

Request: 16, Container: go-server-image-9500, HeapAlloc: 31853968, HeapIdle: 9216000, HeapInuse: 32366592, NextGC: 41901096, NumGC: 5

Request: 17, Container: go-server-image-9500, HeapAlloc: 32840672, HeapIdle: 8224768, HeapInuse: 33357824, NextGC: 41901096, NumGC: 5

Request: 18, Container: go-server-image-9500, HeapAlloc: 33859440, HeapIdle: 7200768, HeapInuse: 34381824, NextGC: 41901096, NumGC: 5

Request: 19, Container: go-server-image-9500, HeapAlloc: 34886880, HeapIdle: 6176768, HeapInuse: 35405824, NextGC: 41901096, NumGC: 5

Request: 20, Container: go-server-image-9500, HeapAlloc: 35918176, HeapIdle: 5144576, HeapInuse: 36438016, NextGC: 41901096, NumGC: 5

Request: 21, Container: go-server-image-9500, HeapAlloc: 36948480, HeapIdle: 4104192, HeapInuse: 37478400, NextGC: 41901096, NumGC: 5

Request: 22, Container: go-server-image-9500, HeapAlloc: 37980992, HeapIdle: 3063808, HeapInuse: 38518784, NextGC: 41901096, NumGC: 5

Request: 23, Container: go-server-image-9500, HeapAlloc: 39000272, HeapIdle: 2048000, HeapInuse: 39534592, NextGC: 41901096, NumGC: 5

Request: 24, Container: go-server-image-9500, HeapAlloc: 40018512, HeapIdle: 999424, HeapInuse: 40550400, NextGC: 41901096, NumGC: 5

Request: 25, Container: go-server-image-9500, HeapAlloc: 39952224, HeapIdle: 966656, HeapInuse: 40550400, NextGC: 41901096, NumGC: 6

Request: 26, Container: go-server-image-9500, HeapAlloc: 39798256, HeapIdle: 1163264, HeapInuse: 40386560, NextGC: 41901096, NumGC: 6

Request: 27, Container: go-server-image-9500, HeapAlloc: 39497912, HeapIdle: 1433600, HeapInuse: 40083456, NextGC: 41901096, NumGC: 6

Request: 28, Container: go-server-image-9500, HeapAlloc: 39212720, HeapIdle: 1736704, HeapInuse: 39780352, NextGC: 41901096, NumGC: 6

Request: 29, Container: go-server-image-9500, HeapAlloc: 38915384, HeapIdle: 2007040, HeapInuse: 39477248, NextGC: 41901096, NumGC: 6

Request: 30, Container: go-server-image-9500, HeapAlloc: 38697728, HeapIdle: 2236416, HeapInuse: 39247872, NextGC: 41901096, NumGC: 6

Request: 31, Container: go-server-image-9500, HeapAlloc: 21595088, HeapIdle: 19374080, HeapInuse: 22110208, NextGC: 41901096, NumGC: 6

Request: 32, Container: go-server-image-9500, HeapAlloc: 22630416, HeapIdle: 18333696, HeapInuse: 23150592, NextGC: 41901096, NumGC: 6

