ArraySize,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
50000,4716,4955,5743,8106,40835,2943,3071,3834,3877,3908
