Request: 0, Container: go-server-image-9500, HeapAlloc: 30548720, HeapIdle: 81805312, HeapInuse: 31080448, NextGC: 99043104, NumGC: 29

Request: 1, Container: go-server-image-9500, HeapAlloc: 40336736, HeapIdle: 71991296, HeapInuse: 40894464, NextGC: 99043104, NumGC: 29

Request: 2, Container: go-server-image-9500, HeapAlloc: 50532272, HeapIdle: 61759488, HeapInuse: 51126272, NextGC: 99043104, NumGC: 29

Request: 3, Container: go-server-image-9500, HeapAlloc: 60798704, HeapIdle: 51453952, HeapInuse: 61431808, NextGC: 99043104, NumGC: 29

Request: 4, Container: go-server-image-9500, HeapAlloc: 71048448, HeapIdle: 41172992, HeapInuse: 71712768, NextGC: 99043104, NumGC: 29

Request: 5, Container: go-server-image-9500, HeapAlloc: 81317680, HeapIdle: 30875648, HeapInuse: 82010112, NextGC: 99043104, NumGC: 29

Request: 6, Container: go-server-image-9500, HeapAlloc: 91616944, HeapIdle: 20480000, HeapInuse: 92340224, NextGC: 99043104, NumGC: 29

Request: 7, Container: go-server-image-9500, HeapAlloc: 95170456, HeapIdle: 16883712, HeapInuse: 95936512, NextGC: 115918712, NumGC: 30

Request: 8, Container: go-server-image-9500, HeapAlloc: 71023688, HeapIdle: 41099264, HeapInuse: 71720960, NextGC: 115987496, NumGC: 30

Request: 9, Container: go-server-image-9500, HeapAlloc: 40237800, HeapIdle: 72040448, HeapInuse: 40812544, NextGC: 116142792, NumGC: 30

Request: 10, Container: go-server-image-9500, HeapAlloc: 50532392, HeapIdle: 61710336, HeapInuse: 51142656, NextGC: 116107272, NumGC: 30

Request: 11, Container: go-server-image-9500, HeapAlloc: 60725832, HeapIdle: 51494912, HeapInuse: 61358080, NextGC: 116085288, NumGC: 30

Request: 12, Container: go-server-image-9500, HeapAlloc: 70966552, HeapIdle: 41205760, HeapInuse: 71647232, NextGC: 116036856, NumGC: 30

Request: 13, Container: go-server-image-9500, HeapAlloc: 81274088, HeapIdle: 30875648, HeapInuse: 81977344, NextGC: 116014280, NumGC: 30

Request: 14, Container: go-server-image-9500, HeapAlloc: 91495816, HeapIdle: 20627456, HeapInuse: 92225536, NextGC: 115987816, NumGC: 30

Request: 15, Container: go-server-image-9500, HeapAlloc: 101753528, HeapIdle: 10330112, HeapInuse: 102522880, NextGC: 115948184, NumGC: 30

Request: 16, Container: go-server-image-9500, HeapAlloc: 112064840, HeapIdle: 4145152, HeapInuse: 112869376, NextGC: 115618088, NumGC: 30

Request: 17, Container: go-server-image-9500, HeapAlloc: 111831104, HeapIdle: 4382720, HeapInuse: 112664576, NextGC: 115621920, NumGC: 31

Request: 18, Container: go-server-image-9500, HeapAlloc: 106390432, HeapIdle: 9814016, HeapInuse: 107200512, NextGC: 115612544, NumGC: 31

Request: 19, Container: go-server-image-9500, HeapAlloc: 60960480, HeapIdle: 55459840, HeapInuse: 61587456, NextGC: 115828416, NumGC: 31

Request: 20, Container: go-server-image-9500, HeapAlloc: 71179408, HeapIdle: 45195264, HeapInuse: 71852032, NextGC: 115782768, NumGC: 31

Request: 21, Container: go-server-image-9500, HeapAlloc: 80311584, HeapIdle: 36036608, HeapInuse: 81010688, NextGC: 115756288, NumGC: 31

Request: 22, Container: go-server-image-9500, HeapAlloc: 90607136, HeapIdle: 25706496, HeapInuse: 91340800, NextGC: 115721728, NumGC: 31

Request: 23, Container: go-server-image-9500, HeapAlloc: 100917184, HeapIdle: 15368192, HeapInuse: 101679104, NextGC: 115693472, NumGC: 31

Request: 24, Container: go-server-image-9500, HeapAlloc: 102368888, HeapIdle: 13844480, HeapInuse: 103170048, NextGC: 63498514, NumGC: 32

Request: 25, Container: go-server-image-9500, HeapAlloc: 44073464, HeapIdle: 72351744, HeapInuse: 44662784, NextGC: 63498514, NumGC: 32

Request: 26, Container: go-server-image-9500, HeapAlloc: 45249488, HeapIdle: 71180288, HeapInuse: 45834240, NextGC: 63498514, NumGC: 32

Request: 27, Container: go-server-image-9500, HeapAlloc: 50967552, HeapIdle: 65486848, HeapInuse: 51560448, NextGC: 63498514, NumGC: 32

Request: 28, Container: go-server-image-9500, HeapAlloc: 61109680, HeapIdle: 55287808, HeapInuse: 61726720, NextGC: 63498514, NumGC: 32

Request: 29, Container: go-server-image-9500, HeapAlloc: 65178184, HeapIdle: 51183616, HeapInuse: 65830912, NextGC: 115769896, NumGC: 33

Request: 30, Container: go-server-image-9500, HeapAlloc: 65168560, HeapIdle: 51200000, HeapInuse: 65814528, NextGC: 115776656, NumGC: 33

Request: 31, Container: go-server-image-9500, HeapAlloc: 50530224, HeapIdle: 65921024, HeapInuse: 51126272, NextGC: 115859344, NumGC: 33

Request: 32, Container: go-server-image-9500, HeapAlloc: 60804272, HeapIdle: 55607296, HeapInuse: 61440000, NextGC: 115819664, NumGC: 33

Request: 33, Container: go-server-image-9500, HeapAlloc: 71073424, HeapIdle: 45309952, HeapInuse: 71737344, NextGC: 115791472, NumGC: 33

Request: 34, Container: go-server-image-9500, HeapAlloc: 81208880, HeapIdle: 35143680, HeapInuse: 81903616, NextGC: 115760656, NumGC: 33

Request: 35, Container: go-server-image-9500, HeapAlloc: 91517680, HeapIdle: 24805376, HeapInuse: 92241920, NextGC: 115731152, NumGC: 33

Request: 36, Container: go-server-image-9500, HeapAlloc: 101811792, HeapIdle: 14475264, HeapInuse: 102572032, NextGC: 115695152, NumGC: 33

Request: 37, Container: go-server-image-9500, HeapAlloc: 92747048, HeapIdle: 23494656, HeapInuse: 93519872, NextGC: 41901096, NumGC: 34

Request: 38, Container: go-server-image-9500, HeapAlloc: 53345928, HeapIdle: 63037440, HeapInuse: 53977088, NextGC: 41901096, NumGC: 34

Request: 39, Container: go-server-image-9500, HeapAlloc: 39787232, HeapIdle: 76636160, HeapInuse: 40345600, NextGC: 41901096, NumGC: 34

Request: 40, Container: go-server-image-9500, HeapAlloc: 40114992, HeapIdle: 76316672, HeapInuse: 40665088, NextGC: 41901096, NumGC: 35

Request: 41, Container: go-server-image-9500, HeapAlloc: 57543352, HeapIdle: 58785792, HeapInuse: 58163200, NextGC: 115737240, NumGC: 36

Request: 42, Container: go-server-image-9500, HeapAlloc: 59890120, HeapIdle: 56442880, HeapInuse: 60506112, NextGC: 115741096, NumGC: 36

Request: 43, Container: go-server-image-9500, HeapAlloc: 69034120, HeapIdle: 47292416, HeapInuse: 69689344, NextGC: 115734632, NumGC: 36

Request: 44, Container: go-server-image-9500, HeapAlloc: 79281032, HeapIdle: 37019648, HeapInuse: 79962112, NextGC: 115708776, NumGC: 36

Request: 45, Container: go-server-image-9500, HeapAlloc: 89576856, HeapIdle: 26697728, HeapInuse: 90284032, NextGC: 115682680, NumGC: 36

Request: 46, Container: go-server-image-9500, HeapAlloc: 99837016, HeapIdle: 16408576, HeapInuse: 100573184, NextGC: 115653688, NumGC: 36

Request: 47, Container: go-server-image-9500, HeapAlloc: 110025896, HeapIdle: 6144000, HeapInuse: 110804992, NextGC: 115577992, NumGC: 36

Request: 48, Container: go-server-image-9500, HeapAlloc: 105307152, HeapIdle: 10862592, HeapInuse: 106119168, NextGC: 108670578, NumGC: 37

Request: 49, Container: go-server-image-9500, HeapAlloc: 99283048, HeapIdle: 16924672, HeapInuse: 100057088, NextGC: 108670578, NumGC: 37

Request: 50, Container: go-server-image-9500, HeapAlloc: 96805904, HeapIdle: 19423232, HeapInuse: 97558528, NextGC: 108670578, NumGC: 37

