Request: 0, Container: go-server-image-9500, HeapAlloc: 15537472, HeapIdle: 8822784, HeapInuse: 15982592, NextGC: 20971520, NumGC: 10

Request: 1, Container: go-server-image-9500, HeapAlloc: 16567088, HeapIdle: 7790592, HeapInuse: 17014784, NextGC: 20971520, NumGC: 10

Request: 2, Container: go-server-image-9500, HeapAlloc: 17594224, HeapIdle: 6766592, HeapInuse: 18038784, NextGC: 20971520, NumGC: 10

Request: 3, Container: go-server-image-9500, HeapAlloc: 18620080, HeapIdle: 5742592, HeapInuse: 19062784, NextGC: 20971520, NumGC: 10

Request: 4, Container: go-server-image-9500, HeapAlloc: 19655456, HeapIdle: 4694016, HeapInuse: 20111360, NextGC: 20971520, NumGC: 10

Request: 5, Container: go-server-image-9500, HeapAlloc: 20303160, HeapIdle: 3973120, HeapInuse: 20799488, NextGC: 20971520, NumGC: 11

Request: 6, Container: go-server-image-9500, HeapAlloc: 20085344, HeapIdle: 4186112, HeapInuse: 20586496, NextGC: 20971520, NumGC: 11

Request: 7, Container: go-server-image-9500, HeapAlloc: 19488920, HeapIdle: 4759552, HeapInuse: 19980288, NextGC: 20971520, NumGC: 11

Request: 8, Container: go-server-image-9500, HeapAlloc: 18947552, HeapIdle: 5316608, HeapInuse: 19423232, NextGC: 20971520, NumGC: 11

Request: 9, Container: go-server-image-9500, HeapAlloc: 12320368, HeapIdle: 12001280, HeapInuse: 12771328, NextGC: 20971520, NumGC: 11

Request: 10, Container: go-server-image-9500, HeapAlloc: 13342528, HeapIdle: 10977280, HeapInuse: 13795328, NextGC: 20971520, NumGC: 11

Request: 11, Container: go-server-image-9500, HeapAlloc: 14329536, HeapIdle: 9986048, HeapInuse: 14786560, NextGC: 20971520, NumGC: 11

Request: 12, Container: go-server-image-9500, HeapAlloc: 15346080, HeapIdle: 8970240, HeapInuse: 15802368, NextGC: 20971520, NumGC: 11

Request: 13, Container: go-server-image-9500, HeapAlloc: 16379904, HeapIdle: 7929856, HeapInuse: 16842752, NextGC: 20971520, NumGC: 11

Request: 14, Container: go-server-image-9500, HeapAlloc: 17413360, HeapIdle: 6905856, HeapInuse: 17866752, NextGC: 20971520, NumGC: 11

Request: 15, Container: go-server-image-9500, HeapAlloc: 18443408, HeapIdle: 5865472, HeapInuse: 18907136, NextGC: 20971520, NumGC: 11

Request: 16, Container: go-server-image-9500, HeapAlloc: 19476624, HeapIdle: 4825088, HeapInuse: 19947520, NextGC: 20971520, NumGC: 11

Request: 17, Container: go-server-image-9500, HeapAlloc: 20463328, HeapIdle: 3809280, HeapInuse: 20930560, NextGC: 20971520, NumGC: 11

Request: 18, Container: go-server-image-9500, HeapAlloc: 2110632, HeapIdle: 22200320, HeapInuse: 2572288, NextGC: 20971520, NumGC: 12

Request: 19, Container: go-server-image-9500, HeapAlloc: 4169288, HeapIdle: 20144128, HeapInuse: 4628480, NextGC: 20971520, NumGC: 12

Request: 20, Container: go-server-image-9500, HeapAlloc: 5200296, HeapIdle: 19120128, HeapInuse: 5652480, NextGC: 20971520, NumGC: 12

Request: 21, Container: go-server-image-9500, HeapAlloc: 6230600, HeapIdle: 18087936, HeapInuse: 6684672, NextGC: 20971520, NumGC: 12

