Request: 0, Container: go-server-image-9500, HeapAlloc: 3058776, HeapIdle: 4538368, HeapInuse: 3489792, NextGC: 4194304, NumGC: 840

Request: 1, Container: go-server-image-9500, HeapAlloc: 3525280, HeapIdle: 3989504, HeapInuse: 3973120, NextGC: 4194304, NumGC: 841

Request: 2, Container: go-server-image-9500, HeapAlloc: 2165224, HeapIdle: 5390336, HeapInuse: 2605056, NextGC: 4194304, NumGC: 841

Request: 3, Container: go-server-image-9500, HeapAlloc: 3204472, HeapIdle: 4358144, HeapInuse: 3637248, NextGC: 4194304, NumGC: 841

Request: 4, Container: go-server-image-9500, HeapAlloc: 4227880, HeapIdle: 3301376, HeapInuse: 4661248, NextGC: 4194304, NumGC: 841

Request: 5, Container: go-server-image-9500, HeapAlloc: 3193224, HeapIdle: 4366336, HeapInuse: 3629056, NextGC: 4194304, NumGC: 842

Request: 6, Container: go-server-image-9500, HeapAlloc: 4228640, HeapIdle: 3301376, HeapInuse: 4661248, NextGC: 4194304, NumGC: 842

Request: 7, Container: go-server-image-9500, HeapAlloc: 3126840, HeapIdle: 4407296, HeapInuse: 3555328, NextGC: 4452176, NumGC: 843

Request: 8, Container: go-server-image-9500, HeapAlloc: 2087176, HeapIdle: 5472256, HeapInuse: 2523136, NextGC: 4194304, NumGC: 844

Request: 9, Container: go-server-image-9500, HeapAlloc: 3295664, HeapIdle: 4227072, HeapInuse: 3735552, NextGC: 4194304, NumGC: 845

Request: 10, Container: go-server-image-9500, HeapAlloc: 2177112, HeapIdle: 5382144, HeapInuse: 2613248, NextGC: 4194304, NumGC: 845

Request: 11, Container: go-server-image-9500, HeapAlloc: 3195032, HeapIdle: 4366336, HeapInuse: 3629056, NextGC: 4194304, NumGC: 845

Request: 12, Container: go-server-image-9500, HeapAlloc: 4227256, HeapIdle: 3309568, HeapInuse: 4653056, NextGC: 4194304, NumGC: 845

Request: 13, Container: go-server-image-9500, HeapAlloc: 3157400, HeapIdle: 4440064, HeapInuse: 3588096, NextGC: 4194304, NumGC: 846

Request: 14, Container: go-server-image-9500, HeapAlloc: 3252976, HeapIdle: 4276224, HeapInuse: 3686400, NextGC: 4194304, NumGC: 847

Request: 15, Container: go-server-image-9500, HeapAlloc: 2177656, HeapIdle: 5382144, HeapInuse: 2613248, NextGC: 4194304, NumGC: 847

Request: 16, Container: go-server-image-9500, HeapAlloc: 3209064, HeapIdle: 4349952, HeapInuse: 3645440, NextGC: 4194304, NumGC: 847

Request: 17, Container: go-server-image-9500, HeapAlloc: 4243480, HeapIdle: 3284992, HeapInuse: 4677632, NextGC: 4194304, NumGC: 847

Request: 18, Container: go-server-image-9500, HeapAlloc: 3176216, HeapIdle: 4358144, HeapInuse: 3604480, NextGC: 4194304, NumGC: 848

Request: 19, Container: go-server-image-9500, HeapAlloc: 4209968, HeapIdle: 3325952, HeapInuse: 4636672, NextGC: 4194304, NumGC: 848

Request: 20, Container: go-server-image-9500, HeapAlloc: 3125176, HeapIdle: 4407296, HeapInuse: 3555328, NextGC: 4444720, NumGC: 849

Request: 21, Container: go-server-image-9500, HeapAlloc: 2134216, HeapIdle: 5431296, HeapInuse: 2564096, NextGC: 4194304, NumGC: 850

Request: 22, Container: go-server-image-9500, HeapAlloc: 4193120, HeapIdle: 3334144, HeapInuse: 4628480, NextGC: 4194304, NumGC: 850

