ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
10000,0,3574,3362,6744,8649,14934,2650,2466,5646,7222,12159
