ArraySize,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
50000,4435,4659,5587,6701,39197,2694,2831,3563,3985,4046
