ArraySize,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
10000,2726,2786,2935,5215,56157,892,906,995,1039,5104
