ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
1000000,0,25906,25809,26548,51244,60657,24297,24247,24778,25752,43343
