ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
1000000,46344.000000,67753.000000,68987.000000,69399.000000,45298.000000,66766.000000,67955.000000,68086.000000
