ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
10000,43990,44128,55890,67939,1181,2240,2299,2658

00000,9.000000,38.000000,38.000000,38.000000
