ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
100000,0,4963,4857,8372,9624,9624,3268,3156,6265,7234,7234
