ArraySize,totalExecutionTime,ClientAvg,ClientP50,ClientP99,ClientP999,ClientP9999,ServerAvg,ServerP50,ServerP99,ServerP999,ServerP9999
1000000,0,25526,25343,26563,52750,52750,23966,23852,24764,43354,43354
