Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/jsonresponse?seed=1587&arraysize=10000&requestnumber=1250,1,0,8.218890987336636,8.218890987336636,8.218890987336636,8.218890987336636,288.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=2052&arraysize=10000&requestnumber=2000,1,0,47.97749797580764,47.97749797580764,47.97749797580764,47.97749797580764,287.0,0.0010100418752467494,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/jsonresponse?seed=2485&arraysize=10000&requestnumber=1137,1,0,8.978636004030704,8.978636004030704,8.978636004030704,8.978636004030704,287.0,0.0010100418752467494,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/jsonresponse?seed=2505&arraysize=10000&requestnumber=92,1,0,8.295349951367825,8.295349951367825,8.295349951367825,8.295349951367825,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=2553&arraysize=10000&requestnumber=5778,1,0,7.897845993284136,7.897845993284136,7.897845993284136,7.897845993284136,288.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=3013&arraysize=10000&requestnumber=6180,1,0,51.531959034036845,51.531959034036845,51.531959034036845,51.531959034036845,287.0,0.0010100418752467494,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/jsonresponse?seed=3458&arraysize=10000&requestnumber=9062,1,0,7.6803810079582036,7.6803810079582036,7.6803810079582036,7.6803810079582036,287.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=389&arraysize=10000&requestnumber=3726,1,0,8.12815799145028,8.12815799145028,8.12815799145028,8.12815799145028,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=3931&arraysize=10000&requestnumber=4736,1,0,8.840733033139259,8.840733033139259,8.840733033139259,8.840733033139259,288.0,0.0010100418752467494,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/jsonresponse?seed=3990&arraysize=10000&requestnumber=5486,1,0,11.932198016438633,11.932198016438633,11.932198016438633,11.932198016438633,287.0,0.0010100418752467494,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/jsonresponse?seed=4033&arraysize=10000&requestnumber=522,1,0,8.424032013863325,8.424032013863325,8.424032013863325,8.424032013863325,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=4288&arraysize=10000&requestnumber=8703,1,0,8.479334996081889,8.479334996081889,8.479334996081889,8.479334996081889,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=5277&arraysize=10000&requestnumber=3935,1,0,8.928109949920326,8.928109949920326,8.928109949920326,8.928109949920326,286.0,0.0010100418752467494,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/jsonresponse?seed=5311&arraysize=10000&requestnumber=424,1,0,60.91432098764926,60.91432098764926,60.91432098764926,60.91432098764926,287.0,0.0010100418752467494,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/jsonresponse?seed=5767&arraysize=10000&requestnumber=5537,1,0,8.384205983020365,8.384205983020365,8.384205983020365,8.384205983020365,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=5802&arraysize=10000&requestnumber=4337,1,0,8.42791999457404,8.42791999457404,8.42791999457404,8.42791999457404,288.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=5976&arraysize=10000&requestnumber=4007,1,0,7.745361013803631,7.745361013803631,7.745361013803631,7.745361013803631,287.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=6&arraysize=10000&requestnumber=1306,1,0,7.881750003434718,7.881750003434718,7.881750003434718,7.881750003434718,285.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=67&arraysize=10000&requestnumber=605,1,0,8.371589006856084,8.371589006856084,8.371589006856084,8.371589006856084,284.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=6772&arraysize=10000&requestnumber=214,1,0,8.026524970773607,8.026524970773607,8.026524970773607,8.026524970773607,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=7044&arraysize=10000&requestnumber=3120,1,0,7.830034010112286,7.830034010112286,7.830034010112286,7.830034010112286,288.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=7170&arraysize=10000&requestnumber=1077,1,0,7.799573999363929,7.799573999363929,7.799573999363929,7.799573999363929,288.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=7486&arraysize=10000&requestnumber=5025,1,0,10.691444971598685,10.691444971598685,10.691444971598685,10.691444971598685,287.0,0.0010100418752467494,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/jsonresponse?seed=7658&arraysize=10000&requestnumber=7388,1,0,10.823815013282001,10.823815013282001,10.823815013282001,10.823815013282001,286.0,0.0010100418752467494,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/jsonresponse?seed=8015&arraysize=10000&requestnumber=6161,1,0,8.050962002016604,8.050962002016604,8.050962002016604,8.050962002016604,288.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=8034&arraysize=10000&requestnumber=3707,1,0,7.743254012893885,7.743254012893885,7.743254012893885,7.743254012893885,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=8205&arraysize=10000&requestnumber=8304,1,0,17.60456699412316,17.60456699412316,17.60456699412316,17.60456699412316,287.0,0.0010100418752467494,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/jsonresponse?seed=8281&arraysize=10000&requestnumber=9086,1,0,7.992182043381035,7.992182043381035,7.992182043381035,7.992182043381035,287.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=8370&arraysize=10000&requestnumber=4114,1,0,8.197811024729162,8.197811024729162,8.197811024729162,8.197811024729162,286.0,0.0010100418752467494,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=8669&arraysize=10000&requestnumber=7025,1,0,54.42632699850947,54.42632699850947,54.42632699850947,54.42632699850947,287.0,0.0010100418752467494,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/jsonresponse?seed=8743&arraysize=10000&requestnumber=4264,1,0,18.64106801804155,18.64106801804155,18.64106801804155,18.64106801804155,288.0,0.0010100418752467494,0.0,19,19,19,19,19,19,19,19,19,19,19
GET,/jsonresponse?seed=9575&arraysize=10000&requestnumber=7543,1,0,30.94241803046316,30.94241803046316,30.94241803046316,30.94241803046316,287.0,0.0010100418752467494,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/jsonresponse?seed=9885&arraysize=10000&requestnumber=9244,1,0,8.848926983773708,8.848926983773708,8.848926983773708,8.848926983773708,287.0,0.0010100418752467494,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/jsonresponse?seed=9969&arraysize=10000&requestnumber=3177,1,0,12.43991102091968,12.43991102091968,12.43991102091968,12.43991102091968,287.0,0.0010100418752467494,0.0,12,12,12,12,12,12,12,12,12,12,12
,Aggregated,34,0,8,15.208738059942227,7.6803810079582036,60.91432098764926,286.79411764705884,0.03434142375838948,0.0,8,9,12,18,48,54,61,61,61,61,61
