ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
10000,2628.000000,3100.000000,4734.000000,5233.000000,821.000000,934.000000,979.000000,2147.000000
