ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
100,1769.000000,1988.000000,3552.000000,5862.000000,36.000000,68.000000,81.000000,88.000000
