0, 61155
1, 61320
2, 61386
3, 61175
4, 61138
5, 61915
6, 61195
7, 61075
8, 61366
9, 61181
10, 61258
11, 61257
12, 61290
13, 61176
14, 61221
15, 61369
16, 63826
17, 61710
18, 61300
19, 61319
20, 61574
21, 61186
22, 61181
23, 61197
24, 61280
25, 61749
26, 61371
27, 61220
28, 61262
29, 61154
30, 61190
31, 61189
32, 61265
33, 61291
34, 61197
35, 61237
36, 61879
37, 61227
38, 61075
39, 61400
40, 61158
41, 61362
42, 61193
43, 61263
44, 61189
45, 61310
46, 61264
47, 61363
48, 61478
49, 61218
50, 62390
51, 61759
52, 61302
53, 61202
54, 61448
55, 61293
56, 61322
57, 61207
58, 61147
59, 61406
60, 61204
61, 61441
62, 61073
63, 61376
64, 61533
65, 61524
66, 61247
67, 61389
68, 61166
69, 61180
70, 61296
71, 61225
72, 61467
73, 61235
74, 61094
75, 61208
76, 61223
77, 61330
78, 61256
79, 62200
80, 61367
81, 61422
82, 61780
83, 61160
84, 61173
85, 61308
86, 61444
87, 61326
88, 61224
89, 61052
90, 61306
91, 61174
92, 61397
93, 62717
94, 63427
95, 61333
96, 61257
97, 61126
98, 61315
99, 61149
