ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
100000,4916.000000,9117.000000,9752.000000,9752.000000,3394.000000,7351.000000,7998.000000,7998.000000
