ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
1000,2966.000000,7335.000000,7335.000000,7335.000000,2.000000,5.000000,5.000000,5.000000
