0, 3001
1, 1276
2, 1230
3, 936
4, 921
5, 1023
6, 1207
7, 1902
8, 1507
9, 1570
10, 1878
11, 1909
12, 1910
13, 1872
14, 1889
15, 1884
16, 1900
17, 1904
18, 1897
19, 1864
20, 1904
21, 1894
22, 1890
23, 1896
24, 1873
25, 1897
26, 1895
27, 1873
28, 1904
29, 13732
30, 1541
31, 1549
32, 1653
33, 1102
34, 1107
35, 1125
36, 1146
37, 1115
38, 1111
39, 1105
40, 1127
41, 1099
42, 1114
43, 1113
44, 1121
45, 1127
46, 1101
47, 1110
48, 1133
49, 1149
50, 1119
51, 1100
52, 1138
53, 1123
54, 1111
55, 1126
56, 1126
57, 1113
58, 1185
59, 1128
60, 1128
61, 1118
62, 1124
63, 1110
64, 1125
65, 1121
66, 1104
67, 1122
68, 1111
69, 1148
70, 1101
71, 1107
72, 1113
73, 1104
74, 1134
75, 12852
76, 1223
77, 1345
78, 1119
79, 1137
80, 1119
81, 1091
82, 1123
83, 1123
84, 1103
85, 1128
86, 1116
87, 1099
88, 1134
89, 1106
90, 1142
91, 1164
92, 1093
93, 1154
94, 1114
95, 1113
96, 1174
97, 1123
98, 1127
99, 1131
100, 853
101, 1118
102, 1115
103, 1128
104, 1127
105, 1133
106, 1106
107, 1100
108, 1163
109, 1124
110, 1132
111, 1125
112, 1136
113, 1110
114, 1127
115, 1103
116, 1139
117, 1129
118, 1171
119, 1127
120, 1110
121, 1138
122, 1130
123, 11570
124, 1132
125, 1116
126, 1132
127, 1139
128, 1135
129, 1130
130, 1171
131, 1127
132, 1112
133, 1133
134, 1135
135, 1132
136, 1112
137, 1130
138, 1131
139, 1144
140, 1120
141, 1130
142, 1125
143, 1108
144, 1120
145, 1124
146, 1141
147, 1121
148, 1123
149, 1165
150, 1120
151, 1129
152, 1156
153, 1134
154, 1128
155, 1123
156, 1129
157, 1131
158, 1119
159, 1119
160, 1118
161, 1121
162, 1119
163, 1127
164, 1130
165, 1122
166, 1120
167, 1114
168, 1112
169, 1091
170, 1124
171, 3393
172, 1172
173, 1119
174, 1130
175, 1114
176, 1145
177, 1108
178, 1134
179, 1115
180, 1127
181, 1109
182, 1129
183, 1153
184, 1118
185, 1118
186, 1182
187, 1188
188, 1129
189, 1168
190, 1162
191, 1120
192, 1130
193, 1106
194, 1114
195, 1116
196, 1113
197, 1112
198, 1129
199, 1124
200, 1144
201, 1146
202, 1113
203, 1535
204, 1133
205, 1132
206, 1151
207, 1122
208, 1113
209, 1131
210, 1116
211, 1116
212, 1132
213, 1095
214, 1120
215, 1119
216, 1112
217, 1128
218, 3068
219, 1124
220, 1119
221, 1119
222, 1119
223, 1113
224, 1135
225, 1109
226, 1113
227, 1122
228, 1112
229, 1122
230, 1131
231, 1127
232, 1122
233, 1133
234, 1116
235, 1127
236, 1110
237, 1134
238, 1135
239, 1126
240, 1099
241, 1142
242, 1138
243, 1126
244, 1126
245, 1116
246, 1120
247, 1142
248, 1107
249, 1112
250, 1116
251, 1123
252, 1143
253, 1130
254, 1113
255, 1125
256, 1135
257, 1130
258, 1113
259, 1147
260, 1124
261, 1118
262, 1322
263, 1132
264, 1168
265, 1128
266, 2661
267, 1160
268, 1131
269, 1120
270, 1121
271, 1135
272, 1115
273, 1125
274, 1122
275, 1128
276, 1117
277, 1127
278, 1122
279, 1142
280, 1125
281, 1128
282, 1158
283, 1133
284, 1121
285, 1094
286, 1138
287, 1126
288, 1132
289, 1138
290, 1129
291, 1122
292, 1124
293, 1126
294, 1124
295, 1119
296, 1146
297, 1121
298, 1126
299, 1159
300, 1129
301, 1129
302, 1133
303, 1209
304, 1124
305, 1116
306, 1124
307, 1126
308, 1134
309, 1118
310, 1131
311, 1158
312, 1119
313, 3744
314, 1139
315, 1195
316, 1124
317, 1122
318, 1115
319, 1119
320, 1129
321, 1128
322, 1110
323, 1134
324, 963
325, 1120
326, 1120
327, 1121
328, 1125
329, 882
330, 905
331, 1137
332, 1129
333, 1103
334, 1121
335, 1128
336, 1131
337, 1138
338, 1136
339, 1133
340, 1124
341, 1102
342, 1114
343, 1131
344, 1130
345, 1126
346, 1135
347, 1133
348, 850
349, 490
350, 452
351, 1123
352, 1119
353, 1139
354, 1119
355, 1137
356, 1145
357, 1120
358, 1121
359, 1133
360, 1113
361, 3731
362, 1115
363, 1137
364, 1110
365, 1118
366, 1130
367, 1151
368, 1118
369, 1126
370, 1115
371, 1129
372, 1128
373, 1128
374, 1105
375, 1123
376, 1218
377, 1168
378, 1113
379, 1172
380, 1121
381, 1137
382, 1042
383, 1118
384, 1125
385, 1113
386, 1125
387, 1115
388, 1163
389, 1115
390, 1122
391, 1140
392, 1107
393, 1117
394, 1114
395, 1141
396, 1116
397, 1096
398, 880
399, 1116
400, 1125
401, 1133
402, 1121
403, 1147
404, 1118
405, 1116
406, 1134
407, 1190
408, 769
409, 2444
410, 1111
411, 454
412, 1129
413, 931
414, 1131
415, 1123
416, 1129
417, 1117
418, 1113
419, 1129
420, 1128
421, 1132
422, 1113
423, 1128
424, 1126
425, 1130
426, 779
427, 1126
428, 1127
429, 1116
430, 1131
431, 1122
432, 1128
433, 1128
434, 1136
435, 1175
436, 1113
437, 1111
438, 1131
439, 1127
440, 1124
441, 1123
442, 1128
443, 1119
444, 1144
445, 1130
446, 1122
447, 1104
448, 1143
449, 1133
450, 1117
451, 1134
452, 1123
453, 1137
454, 1138
455, 780
456, 487
457, 2346
458, 1128
459, 1129
460, 1134
461, 1184
462, 1135
463, 1129
464, 1134
465, 1133
466, 1132
467, 1115
468, 1132
469, 1111
470, 1146
471, 1119
472, 1135
473, 1130
474, 582
475, 1126
476, 1135
477, 1127
478, 1119
479, 1130
480, 1126
481, 1114
482, 1129
483, 1127
484, 1140
485, 1111
486, 1116
487, 1142
488, 1134
489, 1121
490, 1122
491, 1129
492, 1121
493, 1122
494, 1111
495, 1132
496, 1110
497, 1114
498, 1103
499, 1221
500, 1118
501, 1130
502, 1124
503, 1113
504, 1123
505, 3021
506, 1123
507, 1113
508, 1119
509, 1117
510, 1133
511, 1131
512, 1126
513, 1125
514, 1175
515, 1125
516, 1133
517, 1125
518, 1141
519, 1118
520, 1131
521, 1127
522, 1131
523, 1123
524, 1115
525, 1120
526, 1118
527, 1123
528, 1122
529, 1117
530, 1108
531, 1129
532, 1124
533, 1126
534, 1122
535, 1124
536, 1124
537, 1129
538, 1116
539, 1122
540, 1130
541, 1092
542, 1124
543, 1135
544, 1126
545, 1127
546, 1128
547, 1128
548, 1123
549, 1115
550, 1134
551, 1129
552, 1131
553, 3116
554, 1124
555, 1115
556, 1130
557, 1147
558, 1137
559, 1141
560, 1143
561, 1127
562, 1124
563, 1110
564, 1100
565, 1120
566, 1132
567, 1127
568, 1118
569, 1125
570, 1131
571, 1124
572, 1129
573, 1127
574, 1122
575, 1124
576, 1155
577, 1127
578, 1149
579, 1128
580, 1112
581, 1127
582, 1125
583, 1127
584, 1118
585, 1108
586, 1171
587, 1117
588, 1149
589, 1465
590, 1128
591, 1118
592, 1122
593, 1118
594, 1141
595, 1116
596, 1126
597, 1126
598, 1126
599, 1127
600, 1136
601, 3084
602, 1121
603, 1135
604, 1120
605, 1149
606, 1127
607, 1130
608, 1111
609, 1118
610, 1105
611, 1122
612, 1123
613, 1127
614, 1129
615, 1126
616, 1113
617, 1154
618, 1125
619, 1134
620, 1122
621, 1133
622, 1124
623, 1115
624, 1124
625, 1128
626, 1114
627, 1131
628, 1123
629, 1113
630, 1110
631, 1113
632, 1120
633, 1107
634, 1137
635, 1140
636, 1111
637, 1117
638, 1133
639, 1128
640, 1119
641, 1119
642, 1128
643, 1117
644, 1129
645, 1118
646, 1137
647, 1136
648, 1115
649, 3242
650, 1130
651, 1114
652, 1122
653, 1128
654, 1137
655, 1125
656, 1104
657, 1117
658, 1130
659, 1105
660, 1134
661, 1140
662, 1120
663, 1145
664, 1152
665, 1128
666, 1150
667, 1112
668, 1112
669, 1117
670, 1144
671, 1120
672, 1131
673, 1127
674, 1108
675, 1132
676, 1121
677, 1120
678, 1148
679, 1133
680, 1129
681, 1115
682, 1111
683, 1123
684, 1133
685, 1124
686, 1144
687, 1125
688, 1112
689, 1121
690, 1133
691, 1139
692, 1130
693, 1133
694, 1139
695, 1143
696, 1121
697, 3034
698, 1133
699, 1125
700, 1116
701, 1134
702, 1123
703, 1118
704, 1127
705, 1124
706, 1132
707, 1115
708, 1125
709, 1124
710, 1314
711, 1138
712, 1119
713, 1134
714, 1115
715, 1161
716, 1130
717, 1127
718, 1132
719, 1133
720, 1141
721, 1116
722, 1122
723, 1226
724, 1128
725, 1127
726, 1128
727, 1114
728, 1132
729, 1111
730, 1129
731, 1136
732, 1110
733, 1130
734, 1128
735, 1128
736, 1138
737, 1143
738, 1145
739, 1131
740, 1135
741, 1125
742, 1132
743, 1114
744, 1136
745, 2510
746, 1141
747, 1134
748, 1116
749, 1116
750, 1121
751, 1113
752, 1120
753, 1110
754, 1128
755, 1122
756, 1116
757, 1118
758, 1135
759, 1154
760, 1140
761, 1120
762, 1139
763, 1106
764, 1129
765, 1136
766, 1130
767, 1137
768, 1124
769, 1126
770, 1137
771, 1119
772, 1119
773, 1097
774, 1105
775, 1131
776, 1116
777, 1132
778, 1128
779, 1128
780, 1127
781, 1123
782, 1128
783, 1130
784, 1137
785, 1133
786, 1134
787, 1144
