Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/jsonresponse?seed=1043&arraysize=10000&requestnumber=1417,1,0,6.861863017547876,6.861863017547876,6.861863017547876,6.861863017547876,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1097&arraysize=10000&requestnumber=2704,1,0,6.921039952430874,6.921039952430874,6.921039952430874,6.921039952430874,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1187&arraysize=10000&requestnumber=4895,1,0,6.825319956988096,6.825319956988096,6.825319956988096,6.825319956988096,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1221&arraysize=10000&requestnumber=8818,1,0,6.9724920322187245,6.9724920322187245,6.9724920322187245,6.9724920322187245,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1270&arraysize=10000&requestnumber=5527,1,0,6.759585987310857,6.759585987310857,6.759585987310857,6.759585987310857,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1276&arraysize=10000&requestnumber=5286,1,0,6.777523027267307,6.777523027267307,6.777523027267307,6.777523027267307,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1291&arraysize=10000&requestnumber=3721,1,0,6.6543949651531875,6.6543949651531875,6.6543949651531875,6.6543949651531875,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1293&arraysize=10000&requestnumber=7716,1,0,6.842072994913906,6.842072994913906,6.842072994913906,6.842072994913906,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=133&arraysize=10000&requestnumber=8517,1,0,6.864846975076944,6.864846975076944,6.864846975076944,6.864846975076944,285.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1406&arraysize=10000&requestnumber=997,1,0,51.76544497953728,51.76544497953728,51.76544497953728,51.76544497953728,286.0,0.0010100432550978723,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/jsonresponse?seed=1541&arraysize=10000&requestnumber=3393,1,0,6.506978010293096,6.506978010293096,6.506978010293096,6.506978010293096,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1551&arraysize=10000&requestnumber=4019,1,0,7.086234982125461,7.086234982125461,7.086234982125461,7.086234982125461,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=175&arraysize=10000&requestnumber=2689,1,0,39.817499986384064,39.817499986384064,39.817499986384064,39.817499986384064,287.0,0.0010100432550978723,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/jsonresponse?seed=1915&arraysize=10000&requestnumber=5453,1,0,7.350407016929239,7.350407016929239,7.350407016929239,7.350407016929239,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1931&arraysize=10000&requestnumber=457,1,0,7.125332020223141,7.125332020223141,7.125332020223141,7.125332020223141,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=1975&arraysize=10000&requestnumber=5593,1,0,6.610601034481078,6.610601034481078,6.610601034481078,6.610601034481078,286.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=2278&arraysize=10000&requestnumber=8994,1,0,7.102465024217963,7.102465024217963,7.102465024217963,7.102465024217963,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=2327&arraysize=10000&requestnumber=5040,1,0,6.7431830102577806,6.7431830102577806,6.7431830102577806,6.7431830102577806,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=244&arraysize=10000&requestnumber=6401,1,0,35.0550840375945,35.0550840375945,35.0550840375945,35.0550840375945,287.0,0.0010100432550978723,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/jsonresponse?seed=2663&arraysize=10000&requestnumber=6140,1,0,7.045729027595371,7.045729027595371,7.045729027595371,7.045729027595371,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=2787&arraysize=10000&requestnumber=1544,1,0,6.413901981431991,6.413901981431991,6.413901981431991,6.413901981431991,288.0,0.0010100432550978723,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/jsonresponse?seed=2837&arraysize=10000&requestnumber=6454,1,0,6.882462999783456,6.882462999783456,6.882462999783456,6.882462999783456,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=2879&arraysize=10000&requestnumber=1953,1,0,6.74478302244097,6.74478302244097,6.74478302244097,6.74478302244097,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=3015&arraysize=10000&requestnumber=3344,1,0,6.474972004070878,6.474972004070878,6.474972004070878,6.474972004070878,288.0,0.0010100432550978723,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/jsonresponse?seed=3097&arraysize=10000&requestnumber=9183,1,0,6.527269026264548,6.527269026264548,6.527269026264548,6.527269026264548,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=3126&arraysize=10000&requestnumber=3230,1,0,22.300098033156246,22.300098033156246,22.300098033156246,22.300098033156246,287.0,0.0010100432550978723,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/jsonresponse?seed=315&arraysize=10000&requestnumber=84,1,0,7.094459026120603,7.094459026120603,7.094459026120603,7.094459026120603,285.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=3186&arraysize=10000&requestnumber=8461,1,0,47.37479396862909,47.37479396862909,47.37479396862909,47.37479396862909,286.0,0.0010100432550978723,0.0,47,47,47,47,47,47,47,47,47,47,47
GET,/jsonresponse?seed=3308&arraysize=10000&requestnumber=104,1,0,6.873002974316478,6.873002974316478,6.873002974316478,6.873002974316478,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=3371&arraysize=10000&requestnumber=1236,1,0,6.970892020035535,6.970892020035535,6.970892020035535,6.970892020035535,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=3974&arraysize=10000&requestnumber=9916,1,0,6.781518983189017,6.781518983189017,6.781518983189017,6.781518983189017,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4092&arraysize=10000&requestnumber=9169,1,0,7.154900988098234,7.154900988098234,7.154900988098234,7.154900988098234,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4155&arraysize=10000&requestnumber=9046,1,0,13.913061993662268,13.913061993662268,13.913061993662268,13.913061993662268,287.0,0.0010100432550978723,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/jsonresponse?seed=424&arraysize=10000&requestnumber=2722,1,0,7.274427975062281,7.274427975062281,7.274427975062281,7.274427975062281,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4309&arraysize=10000&requestnumber=2827,1,0,6.951335002668202,6.951335002668202,6.951335002668202,6.951335002668202,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4439&arraysize=10000&requestnumber=1072,1,0,8.040513028390706,8.040513028390706,8.040513028390706,8.040513028390706,288.0,0.0010100432550978723,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/jsonresponse?seed=4533&arraysize=10000&requestnumber=8518,1,0,6.935829005669802,6.935829005669802,6.935829005669802,6.935829005669802,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4598&arraysize=10000&requestnumber=5729,1,0,6.3252460095100105,6.3252460095100105,6.3252460095100105,6.3252460095100105,286.0,0.0010100432550978723,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/jsonresponse?seed=4648&arraysize=10000&requestnumber=6092,1,0,6.887363037094474,6.887363037094474,6.887363037094474,6.887363037094474,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4684&arraysize=10000&requestnumber=9995,1,0,6.769949977751821,6.769949977751821,6.769949977751821,6.769949977751821,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4809&arraysize=10000&requestnumber=5086,1,0,6.76683901110664,6.76683901110664,6.76683901110664,6.76683901110664,287.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4833&arraysize=10000&requestnumber=5843,1,0,7.025625964161009,7.025625964161009,7.025625964161009,7.025625964161009,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=4869&arraysize=10000&requestnumber=3927,1,0,9.212311008013785,9.212311008013785,9.212311008013785,9.212311008013785,286.0,0.0010100432550978723,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/jsonresponse?seed=4911&arraysize=10000&requestnumber=2738,1,0,6.792463012970984,6.792463012970984,6.792463012970984,6.792463012970984,289.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=5029&arraysize=10000&requestnumber=7024,1,0,6.924193003214896,6.924193003214896,6.924193003214896,6.924193003214896,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=5047&arraysize=10000&requestnumber=7688,1,0,39.20448402641341,39.20448402641341,39.20448402641341,39.20448402641341,287.0,0.0010100432550978723,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/jsonresponse?seed=509&arraysize=10000&requestnumber=3934,1,0,6.945106026250869,6.945106026250869,6.945106026250869,6.945106026250869,286.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=5148&arraysize=10000&requestnumber=3115,1,0,6.943546002730727,6.943546002730727,6.943546002730727,6.943546002730727,288.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=519&arraysize=10000&requestnumber=7666,1,0,7.167974952608347,7.167974952608347,7.167974952608347,7.167974952608347,286.0,0.0010100432550978723,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/jsonresponse?seed=52&arraysize=10000&requestnumber=9053,1,0,10.475183953531086,10.475183953531086,10.475183953531086,10.475183953531086,287.0,0.0010100432550978723,0.0,10,10,10,10,10,10,10,10,10,10,10
