ArraySize,ResponseP50,ResponseP99,ResponseP999,ResponseP9999,ServerP50,ServerP99,ServerP999,ServerP9999
10000,3428.000000,6393.000000,7618.000000,8038.000000,2496.000000,5294.000000,6126.000000,6745.000000
